,Question,Answer,keywords,count
232,Q[로켓배송] 로켓배송 상품을 19800원 미만으로 구매하고 싶어요.,"로켓배송 상품은 최소 주문금액 19800원 이상이 충족돼야만 구매가 가능합니다. 단 와우 멤버십 회원은 최소 주문금액 제한 없이 무조건 무료 배송으로 상품을 구매할 수 있습니다.
 로켓배송 상품은 쿠팡에서 직접 판매하며 쿠팡의 자체 배송 서비스를 이용합니다. 19800원 미만은 배송비를 지불할 의사가 있으셔도 구매가 불가능한 점 양해 부탁드립니다.",DELIVERY,0
233,Q[배송완료미수령] 상품을 받지 못했는데 배송완료로 확인됩니다.,"배송상태가 [배송완료]로 확인되나 상품을 받지 못했다면 다음을 먼저 확인해 주시기 바랍니다.
 로켓배송 상품인 경우
• 배송완료 문자 또는 대리 수령 가능 장소(경비실 이웃 주변 편의점 등) 확인
• 마이쿠팡 → 주문목록 → 상품선택 → [배송조회] 클릭 후 배송 사진 확인
 판매자 배송 상품인 경우
• 배송완료 문자 또는 대리 수령 가능 장소(경비실 이웃 주변 편의점 등) 확인
 위 안내사항을 확인한 후에도 배송된 상품을 찾을 수 없다면 다음의 방법으로 직접 처리가 가능합니다.
 로켓배송 상품을 받지 못한 경우 (클릭)
 판매자 배송 상품을 받지 못한 경우 (클릭)
 선물 받은 상품을 받지 못한 경우 (클릭)",DELIVERY,0
234,Q[상품파손] 배송 받은 상품이 파손되었어요.,"상품이 파손되어 배송된 경우 정해진 기간 내에 교환 및 반품이 가능합니다. 마이쿠팡을 통해 교환 및 반품을 직접 신청해 주시거나 신청이 불가한 경우 고객센터로 연락 주시기 바랍니다. 
 교환/반품하기
마이쿠팡 → 주문목록 → 상품선택 → [교환 반품신청] 클릭
이후 각 단계에 해당하는 항목을 선택하여 신청을 완료합니다.
 교환/반품 안내사항 (클릭)
 파손에 의한 교환/반품 가능 기간 (클릭)",DELIVERY,0
235,Q[해외배송] 개인통관고유부호 발급 및 입력 방법을 알고 싶어요.,"개인통관고유부호란 해외배송 상품을 통관할 때 주민등록번호 대신 사용하는 13자리 부호(P+12개의 숫자)입니다. 해외배송 상품을 구매하려면 개인통관고유부호 입력은 필수 사항입니다. 개인통관고유부호는 상품을 ‘받는 사람(수취인)’의 정보로 입력하셔야 합니다. 구매한 사람과 받는 사람이 다른 경우엔 입력에 유의를 부탁드립니다.
 개인통관고유부호 발급 경로
• 관세청 개인통관고유부호 발급사이트(클릭) 
• 본인 인증을 거친 후 성함 핸드폰 번호 등 간단한 정보를 입력하면 발급이 가능합니다.
 개인통관고유부호 입력 시 유의사항
• 관세청에 등록된 이름과 연락처가 쿠팡에서 주문할 때 입력한 ‘받는사람(수취인)’의 정보와 반드시 일치해야 합니다. 
• 쿠팡에 입력한 ‘받는사람(수취인)’의 이름 외 다른 정보가 포함되면 안 됩니다. (예) 김쿠팡(집) 김쿠팡(회사) 등",DELIVERY,0
236,Q[상품누락] 상품을 구매했는데 일부만 배송되었어요.,"상품이 누락되었다면 교환을 통해 상품을 다시 받거나 반품 후 환불을 받을 수 있습니다. 구성품의 일부가 누락된 경우에는 부분 배송이 불가하므로 상품 전체를 교환/반품으로 진행해 주시기 바랍니다. 교환 및 반품은 아래의 경로를 통해 직접 신청이 가능합니다.
 교환/반품 신청하기
• 마이쿠팡 → 주문목록 → 상품선택 → [교환 반품 신청] 선택
• 이후 각 단계에 해당하는 항목을 선택하여 신청을 완료합니다.",DELIVERY,0
237,Q[로켓배송] 새벽배송 상품이 왜 공동현관문 앞에 배송되었나요?,"새벽배송 상품은 주문 시 입력하신 [새벽배송 수령방법] 위치로 배송됩니다. 고객님께서 수령방법을 문 앞으로 요청했으나 새벽에 문 앞까지 갈 수 없는 경우에는 부득이하게 1층 공동현관문 앞(또는 그 외 장소)으로 배송해 드릴 수 있습니다. [새벽배송 수령방법]에 공동현관 출입번호를 꼭 입력해 주시기 바랍니다.
 공동현관 출입번호 입력하기
마이쿠팡 → 내정보관리 → 주소록 관리 → [수정] 클릭
이후 원하는 주소지의 새벽배송 공동현관 출입번호를 입력합니다.",DELIVERY,0
238,Q[프레시백] 프레시백은 언제까지 어떻게 반납해야 하나요?,"프레시백은 배송 받으신 후 60일 이내에 반납이 필요하며 다음 주문 시 문 앞에 두면 배송과 함께 수거합니다. 또한 로켓프레시 뿐 아니라 로켓와우 로켓배송 주문 시에도 관계없이 반납이 가능하며 미반납 시 등록된 와우 멤버십 결제수단으로 지연 사용료가 부과됩니다. 지연 사용료는 프레시백 1개당 8000원이며 프레시백 반납 시 자동으로 환불됩니다. 다음 주문까지 기다리기 어렵다면 아래의 경로에서 수거요청 버튼을 눌러주세요. 배송직원이 방문하여 수거합니다.
 프레시백 수거 요청하기
마이쿠팡 → 로켓프레시 프레시백 → [수거요청] 클릭",DELIVERY,0
239,Q[배송일정] 배송상태가 계속 상품 준비 중입니다.,"배송상태가 ‘상품준비중’인 단계는 판매자가 고객님의 주문을 확인하고 상품을 포장하여 배송을 준비하는 상태입니다. 갑작스러운 주문량 증가 등 판매자 측에 예상치 못한 상황이 발생할 경우 ‘상품준비중’ 단계가 길어질 수 있습니다. 또한 해외배송 상품의 경우 시차로 인해 주문 확인 및 상품 준비에 시간이 더 소요될 수 있습니다.
 상품 준비가 길어져 주문 취소를 원할 경우 마이쿠팡 주문목록에서 직접 취소가 가능합니다. 기다렸다가 상품 수령을 원할 경우 판매자에게 배송일정을 문의해 주시기 바랍니다. 
 판매자 정보 확인하기 (클릭)",DELIVERY,0
240,Q[로켓배송] 로켓와우(새벽배송 당일배송 로켓프레시) 이용이 안 돼요.,"지역에 따라 로켓와우(새벽배송 당일배송 로켓프레시) 상품 구매 혜택이 적용되지 않을 수 있습니다. 고객님께서 입력하신 기본 배송지가 로켓와우 서비스 가능 지역인지 확인을 부탁드립니다. 쿠팡은 앞으로 새벽배송 당일배송 로켓프레시 서비스 범위를 점차 넓혀가고 더 많은 고객님들이 이용하실 수 있도록 준비 중이니 양해를 부탁드립니다.
 로켓와우 가능 지역 확인하기
• 마이쿠팡 → MY정보 → [배송지 관리] 클릭
• 이름 아래 [로켓와우 가능] [로켓프레시 가능] 배지 있는지 확인",DELIVERY,0
241,Q[배송일정] 로켓배송의 배송예정일이 늘어났어요.,"배송예정일은 출고 및 배송 상황에 따라 변경될 수 있습니다. 또한 악천후와 명절 같은 예외적인 사유 발생 시에도 배송예정일이 늘어날 수 있습니다. 마지막으로 구매 전 상품 상세페이지에서 확인되는 배송예정일은 아이디에 설정된 기본배송지를 기준으로 안내됩니다. 기본배송지와 주문/결제 시 선택한 배송지에 따라 쿠팡 배송직원의 배송 가능 여부가 달라질 수 있으며 이에 따라 배송예정일도 다르게 보일 수 있습니다. 쿠팡 배송직원의 배송 권역 확대를 통해 고객님께 더욱 만족스러운 배송 서비스를 제공할 수 있도록 노력하는 쿠팡이 되겠습니다. 
 쿠팡 배송직원의 배송이 가능/불가능할 경우 (클릭)
 배송현황 확인하기 (클릭)",DELIVERY,0
242,Q[배송일정] 배송조회를 했는데 배송정보가 없다고 나와요.,"운송장 번호는 등록되어 있으나 배송 정보가 없다고 안내되는 경우
주문 당일 상품을 발송하여 시스템에 운송장 번호가 아직 등록되지 않은 상황으로 다음 날부터 배송조회가 가능합니다.
 운송장 번호가 등록되지 않았으며 배송 조회가 되지 않는 경우
대형 가전 또는 가구의 경우 일반 택배사를 이용하지 않고 판매자가 직접 배송할 수 있습니다. 이와 같은 경우 배송조회가 불가능하므로 정확한 배송일정 및 현황은 판매자에게 문의하시기 바랍니다.",DELIVERY,0
243,Q[배송일정] 배송 날짜와 시간을 지정할 수 있나요?,"아니요. 배송은 상품재고 배송준비시간 배송경로 배송물량 등 다양한 요소에 따라 배송 방문시간이 달라지기에 배송 날짜와 시간을 지정할 수 없습니다. 
 • 단 로켓배송 상품의 경우 배송 날짜만 주문/결제 시 지정할 수 있습니다.
• 각 상품별 상세페이지의 배송일정을 참고 부탁드립니다. 
 배송현황 확인하기
마이쿠팡 → 주문목록 → 상품선택 → 배송조회",DELIVERY,0
244,Q[로켓직구] 배송예정일이 지났는데 상품이 도착하지 않습니다.,"로켓직구 상품 배송은 현지 상황 항공기/선박 일정 주문량 증가 등 예외 사유 발생 시 배송예정일 보다 배송이 다소 지연될 수 있습니다. 해외에서 발송되는 상품이기에 통관 과정에서 지연될 수 있으며 이러한 경우 관세사에서 고객님께 연락을 드리고 있습니다. 관세사에서 연락을 받지 못하셨고 구매 당시에 확인된 배송예정일 내에 상품을 받지 못하셨다면 마이쿠팡에서 무료로 주문취소 신청이 가능합니다.
 주문 취소하기
• 마이쿠팡 → 주문목록 → 상품선택 → [주문취소] 
• 이후 각 단계에 해당하는 항목을 선택하여 취소를 완료합니다.",DELIVERY,0
245,Q[로켓배송] 새벽배송 상품이 배송 지연된다는 문자를 받았어요.,"배송 지연으로 불편을 드려 죄송합니다. 악천후 주문량 증가 명절 연휴 등 예외적인 사유 발생 시 배송이 다소 지연될 수 있습니다. 문자로 안내해 드린 일정에 맞춰 배송할 예정이니 양해를 부탁드립니다. 
 배송현황 확인하기
마이쿠팡 → 주문목록 → 상품선택 → 배송조회",DELIVERY,0
246,Q[프레시백] 프레시백을 사용 또는 미사용 하는 방법을 알려주세요.,"로켓프레시 상품을 주문하면 기본적으로 주문/결제 페이지에서 프레시백을 사용하도록 설정되어 있습니다. 프레시백으로 배송 받길 원하시면 별도의 절차 없이 그대로 주문하시면 됩니다. 만약 프레시백 배송을 원하지 않으시면 주문/결제 페이지에서 [박스 포장]을 선택해 주시면 됩니다. 
 이미지로 확인하기 (클릭)",DELIVERY,0
247,Q[로켓배송] 새벽배송과 로켓배송을 선택할 수 있나요?,"아니요. 선택할 수 없습니다. 주문하시기 전에 상품 상세페이지에서 배송 시간을 확인해 주세요. 새벽배송 도착 보장 상품에 한하여 새벽배송이 가능합니다. 새벽배송 도착 보장 상품과 다음 날 배송되는 로켓배송 상품을 함께 구매한 경우 상품이 두 번에 나누어져서 각각 배송됩니다.
 단 로켓와우 상품과 로켓배송 상품을 함께 구매한 경우 새벽배송 상품의 수령 일정을 변경할 수 있습니다. 주문/결제 페이지에서 해당 상품의 새벽도착 여부를 선택해 주세요. 새벽도착을 선택하면 로켓배송 상품과 나누어져 각각 배송되며 새벽도착을 선택하지 않으면 로켓배송 상품과 같은 시간에 함께 배송됩니다. 그리고 이 선택은 다음 주문 시에도 동일하게 적용됩니다. 만약 다음 주문에서 이 선택을 변경하시려면 주문/결제 페이지에서 원하는 옵션으로 다시 선택해 주시기 바랍니다.",DELIVERY,0
248,Q[배송일정] 휴일에도 상품을 받을 수 있나요?,"로켓배송 배송지역은 휴일(일요일 공휴일)에도 상품을 받을 수 있습니다. 단 로켓배송 중 협력택배사 및 일반택배사가 배송하는 지역은 휴일에는 배송하지 않습니다. 각 택배사마다 휴일 및 명절기간 운영방침이 다르므로 정확한 사항은 각 택배사 고객센터로 문의해 주시기 바랍니다. 본인이 주문한 상품의 택배사는 [마이쿠팡 → 주문목록 → 상품선택 → 배송조회]에서 확인할 수 있습니다.
 배송현황 확인하기 (클릭)",DELIVERY,0
249,Q[배송] 새벽/당일배송으로 주문했는데 일반배송으로 변경됐어요.,"갑작스러운 주문량 증가 등으로 출고 물류센터에서 새벽/당일 배송이 가능하지 않을 경우 부득이하게 일반배송으로 변경될 수 있는 점 양해 부탁드립니다. 
 배송현황 확인하기
마이쿠팡 → 주문목록 → 상품선택 → 배송조회",DELIVERY,0
250,Q[배송] 상품을 이미 받았는데 발송되었다는 문자가 왔습니다.,쿠팡에서 배송 정보를 전산에 입력하면 발송안내 문자메시지가 전송됩니다. 그러나 간혹 운송장번호 입력이 늦어지는 경우가 있으며 이 경우 발송안내 문자메시지가 뒤늦게 전송될 수 있는 점 양해 부탁드립니다. 상품 수령 후에 발송안내 문자를 받아도 주문한 상품이 이중으로 배송되지는 않습니다.,DELIVERY,0
251,Q[해외직구] 통관 진행 상황은 어떻게 조회하나요?,"해외 직구 상품의 통관 정보는 관세청 홈페이지에서 누구나 쉽게 조회할 수 있습니다. 
 통관내역 조회하기
• 해외직구 통관정보조회 바로가기
• 관세청 홈페이지 : http://www.customs.go.kr",DELIVERY,0
252,Q[로켓직구] 관세청에서 통관 불가 안내를 받았는데 어떻게 해야 하나요?,"통관이 불가한 경우 관세사무소에서 고객님께 연락을 드립니다. 관세사무소의 안내에 따라 상황에 알맞은 조치를 취하시면 됩니다. 그러나 연락을 받은 후 아무런 조치를 취하지 않아 통관이 미처리된 상태에서 60일이 지나면 세관에서 상품을 폐기합니다. 아래의 통관이 불가한 경우를 참고하신 후 알맞은 조치를 취하시기 바랍니다.
 ① 개인통관고유부호 정보 오류 시 통관이 불가합니다. 이 경우 관세사무소에 상품을 ‘받는 사람의 이름’과 ‘받는 사람의 개인정보(개인통관고유부호 주민등록번호 여권번호 중 한 가지 선택)’를 정확히 제출해 주세요. 이후 본인 인증이 완료되면 통관이 정상적으로 진행됩니다.
 ② 통관 법상 개인 구매 수량 제한이 있는 상품군을 기준보다 초과하여 구매한 경우 초과한 수량에 대해서는 통관이 불가합니다. 관세사무소의 안내에 따라 초과한 수량은 ‘분할폐기신청’을 해야 합니다. 이후 나머지 수량은 정상적으로 통관이 진행됩니다. 예를 들어 건강기능식품 7개를 구매했다면 기준을 초과한 1개는 분할 폐기하고 나머지 6개는 정상적으로 통관됩니다. (건강기능식품의 구매 수량 제한은 1인당 최대 6개) 참고로 동일한 수취인(받는사람)의 여러 개 주문이 같은 날 통관될 경우 모든 주문의 상품이 합산되어 개인 구매 수량 제한을 초과할 수 있습니다. 따라서 주문을 여러 번 할 때에는 평일 기준 3일 이상 간격을 두고 주문하시길 권장합니다.
 ③ 해외 상품의 총 구매금액이 150달러(USD)를 초과하는 경우에는 관부가세가 부과됩니다. 이때는 부과된 세금을 납부해야만 통관이 정상적으로 진행됩니다. 단 주문한 모든 상품이 미국 발 ‘목록통관’ 품목이면 200달러(USD)를 초과 시 관부가세가 부과됩니다. (목록통관 품목: 일반식품류 건강기능식품 동물사료 의약품 향수 기능성 화장품류를 제외한 모든 품목)
 ④ 통관 금지 성분이 포함된 상품을 구매하면 통관이 불가합니다. 이 경우 관세사무소의 안내에 따라 해당 상품은 ‘분할폐기신청’을 해야 합니다. 이후 나머지 품목은 정상적으로 통관이 진행됩니다.
 이외에도 다양한 사유로 통관이 불가 및 제한될 수 있습니다. 관세사무소의 연락을 받으시면 안내에 따라 최대한 협조해 주시기 바랍니다.",DELIVERY,0
253,Q[로켓직구] 통관 절차는 어떻게 되나요?,"로켓직구 상품의 통관 절차는 다음과 같습니다.
 ① 상품이 한국에 도착하면 세관에 수입을 신고합니다.
② 세관에서 검사와 심사를 진행합니다. (물품 제출서류 전산화면 등)
③ 검사와 심사에 이상이 없을 경우 통관이 완료됩니다.
④ 상품을 택배사로 이관하여 국내 배송을 시작합니다.
 참고사항 
식품과 건강기능식품류 상품은 식약처에 식품검역 또는 동물검역을 신고하고 그 결과를 받아서 세관에 수입 신고를 하기에 시간이 더 소요됩니다.",DELIVERY,0
254,Q[주소 검색] 5자리 우편번호만 검색되는데 6자리 우편번호는 사용할 수 없나요?,네 2015년 8월 1일부터 5자리 우편번호를 사용하게 되었습니다. 원활한 배송을 위해 5자리 새 우편번호를 사용해 주시기 바랍니다. 만약 본인 주소지의 5자리 우편번호를 모르거나 등록되어 있지 않다면 [행정부 도로명주소 웹사이트 도움센터]를 이용해 주세요.,DELIVERY,0
255,Q[주소 검색] 정식 건축물이 아닌데 배송지로 등록할 수 있나요?,네 행정부에 등록된 주소라면 정식 건축물이 아니어도 배송지로 등록할 수 있습니다. (예 : 가건물 비닐하우스 건축 중인 건물 등) 따라서 고객님의 주소가 [행정부 도로명주소 웹사이트]에서 검색되는지 확인한 후 등록된 주소를 사용해 주시기 바랍니다. 만약 고객님의 주소가 행정부에 등록되어 있지 않다면 관할 행정구역 및 [주소 도움센터]에 등록을 먼저 요청해 주세요.,DELIVERY,0
256,Q[주소 검색] 주소가 검색되지 않아요.,"본인의 주소가 검색되지 않는다면 다음의 사항을 확인해 주세요. 
 ① 주소 입력 시 오타가 있는지 또는 띄어쓰기를 정확히 입력했는지 확인해 주세요.
② 고객님께서 입력한 주소가 [행정부 도로명주소 웹사이트]에서 검색되는지 확인한 후 등록된 주소를 사용해 주세요.
③ 고객님의 주소가 행정부에 등록되어 있지 않다면 관할 행정구역 및 [주소 도움센터]에 등록을 요청해 주세요.",DELIVERY,0
257,Q[로켓직구] 주문자와 받는 사람이 다르면 누구의 개인통관고유부호를 입력해야 하나요?,"상품을 주문한 사람(구매한 사람)과 받는 사람이 다르면 개인통관고유부호는 ‘받는 사람(수취인)’의 정보로 입력해야 합니다.
 이 정보를 정확하게 입력하지 않으면 본인 인증 불가로 통관이 불가합니다. 이 경우 관세사무소에 받는 사람(수취인)의 이름 개인정보(개인통관고유부호 주민등록번호 여권번호 중 택 1) 휴대폰 번호를 제출하고 본인 인증을 완료하여야 통관을 진행할 수 있습니다.",DELIVERY,0
258,Q[로켓직구] 로켓직구는 어떻게 이용하나요?,"로켓직구는 해외 판매자가 쿠팡에 입점하여 해외에서 고객님께 직접 상품을 발송하는 서비스입니다. 로켓직구 주문 시에는 통관을 위해 받는 사람(수취인)의 개인통관고유부호와 같은 개인식별정보 입력이 필요합니다.
 구매 시 29800원 이상을 장바구니에 담아 한 번에 주문하면 무료배송이고 29800원 미만이면 2500원의 배송비가 부과됩니다. 와우 멤버십 회원은 구매 금액에 상관없이 무료배송입니다. (단 모바일 웹 구매 시 제외)",DELIVERY,0
259,Q[로켓직구] 관세 부과 기준은 무엇인가요?,"세관 통관 시 동일시기에 입항한 '해외 상품의 총 구매금액'이 150달러($)를 초과하는 경우 관부가세가 부과됩니다. 주문일이 아닌 입항(국내도착일) 기준으로 관세와 부가세가 발생되기 때문에 한 수취인의 명의로 된 여러 주문이 같은 날 통관될 경우 구매금액이 합산될 우려가 있습니다. 주문 당 5일(평일기준) 정도의 기간을 두고 주문하시길 권장합니다.
 농수산식품 등의 경우
• 총 구매 금액이 150달러($) 이하여도 자가소비 기준 제한 kg 조건을 넘길 경우 폐기됩니다.
• 예시 : 쌀 오트밀 밀가루 꿀 스팸과 같은 농수산식품의 경우 5kg 이내만 통관 가능
 ※ 관세와 부가세를 합쳐서 관부가세라고 합니다.
※ 자세한 기준은 관세청 홈페이지에서 확인해 주시기 바랍니다.",DELIVERY,0
260,Q[로켓직구] 개인통관고유부호가 무엇인가요?,"개인통관고유부호는 개인 물품 수입 신고 시 개인정보 유출을 방지하기 위해 주민등록번호 대신 사용하는 13자리 부호입니다. 이는 개인 식별을 위한 고유번호로 관세청 시스템에서 신청 즉시 발급됩니다. 한 번 발급받은 부호는 반복해서 사용할 수 있습니다. 상품 구매 시 ‘주문하는 사람’과 ‘받는 사람’이 다른 경우엔 ‘받는 사람(수취인)’의 개인통관고유부호를 입력하셔야 통관이 가능한 점 유의해 주세요. 
 개인통관고유부호 발급하기
관세청 전자통관시스템 바로가기 (클릭)",DELIVERY,0
261,Q[배송지] 배송지를 미리 저장해 놓을 수 있나요?,"네 마이쿠팡 [주소록(배송지) 관리] 메뉴에서 배송지를 미리 저장해 놓을 수 있습니다. 
 기본 배송지 뿐 아니라 자주 쓰는 다른 배송지까지 최대 20개까지 추가 등록 및 저장할 수 있습니다.",DELIVERY,0
262,Q[배송비] 대형상품(가전 가구 등)의 배송비는 얼마인가요?,"대형 상품(가전 가구 등)의 경우 일반 택배가 아닌 판매자 또는 대리점을 통해 직배송 차량으로 배송됩니다. 
때문에 배송지가 상품별(크기 중량 등) 지역별로 다르게 책정되고 있습니다. 정확한 배송비는 상품 페이지 내 배송비를 참고해 주시기 바랍니다.",DELIVERY,0
263,Q[배송비] 부재중으로 상품이 반송된 경우 배송비는 누가 부담하나요?,고객 부재로 반송되거나 연락처를 잘못 기재하여 반송된 경우 상품의 배송비는 고객님께서 부담하셔야 합니다.,DELIVERY,0
264,Q[배송비] 배송비는 얼마인가요?,배송비는 각 상품마다 다르므로 구입하려는 상품의 상세페이지에서 배송비를 확인해 주세요. 배송비는 상품의 종류 부피 무게뿐 아니라 판매자와 택배사의 계약 조건 등에 따라 다양합니다. 도서 산간 지역은 추가 배송비가 발생할 수 있으며 이는 구매자 부담입니다.,DELIVERY,0
265,Q[직접수령] 직접 방문하여 상품을 수령할 수 있나요?,아니요. 쿠팡의 배송 상품은 고객님께 직접 배송해 드리는 것을 원칙으로 하고 있습니다. 고객님의 직접 방문 및 수령은 불가합니다.,DELIVERY,0
266,Q[배송지] 기본 배송지 변경은 어떻게 하나요?,"아래의 순서대로 기본 배송지를 변경할 수 있습니다. 
 기본 배송지 변경하기
① 마이쿠팡에서 [주소록(배송지) 관리] 클릭
② [수정] 클릭 후 주소 변경
③ 하단에 [기본 배송지로 선택] 체크
④ [저장] 클릭
 참고사항
주문/결제 단계에서 기본 배송지를 변경하고 싶은 경우 주문/결제 페이지에서 배송지를 선택한 후 위와 동일한 방법으로 수정할 수 있습니다.",DELIVERY,0
267,Q[배송지] 배송 중에 배송지 및 배송요청사항을 변경할 수 있나요?,아니요. 상품이 이미 출고되어 배송 중인 상태에서는 배송지 및 배송요청사항을 변경할 수 없습니다.,DELIVERY,0
268,Q[해외 수령] 주문한 상품을 해외로 배송할 수 있나요?,아니요. 쿠팡은 현재 해외 주소지로 배송 서비스를 제공하지 않습니다. 배송은 국내 주소지로만 가능합니다.,DELIVERY,0
269,Q[배송일정] 주문제작/업체직송/설치상품은 언제 배송되나요?,"주문제작/업체직송/설치상품의 배송과 설치 일정은 각 상품마다 상이하므로 판매자에게 직접 문의해 주시기 바랍니다. 참고로 설치상품은 배송과 설치가 동시에 진행되는 경우도 있고 배송 후 기사가 별도로 방문하여 설치하는 경우도 있습니다. 판매자에게 문의 시 참고 부탁드립니다. 
 상품 유형별 판매자 문의처
• 로켓배송 로켓설치 상품은 쿠팡 고객센터(1577-7011)로 문의
• 판매자 배송 상품은 상품 상세페이지 내 배송/교환/반품/판매자 안내에서 판매자 연락처 확인하여 문의 
 판매자에 문의하기
• 마이쿠팡 → 주문목록 → 상품선택 → [‘판매자명’에 문의하기] 
• 상품 상세페이지 내 배송/교환/반품/판매자 안내에서 판매자 연락처 확인 가능",DELIVERY,0
270,Q[착불 배송] 착불 배송이란 무엇인가요?,"착불 배송이란 상품의 배송비를 고객님이 직접 택배기사에게 바로 지불하는 방법을 말합니다.
착불 배송 상품을 구매하신 경우에는 상품 수령 시 택배기사에게 택배비를 지불하셔야 합니다.",DELIVERY,0
271,Q[배송비] 무료배송은 어떻게 받나요?,무료배송은 와우 멤버십 가입 여부 무료배송 이벤트 기간 각 상품의 구매 금액 기준 등에 따라 다양하며 그 조건을 충족할 때 무료배송이 가능합니다. 따라서 고객님 계정으로 로그인 후 구입하려는 상품의 상세페이지에서 무료배송의 조건을 확인해 주시기 바랍니다.,DELIVERY,0
272,Q[배송비] 주문 시 배송비를 지불했는데 택배사에서 배송비를 요구합니다.,가구 및 가전제품의 경우 배송 및 설치 과정에서 추가 비용이 발생할 수 있습니다. 주문 시 배송비를 지불했는데 택배사에서 추가 배송비를 요구한다면 판매자에게 문의하여 배송비 조건을 확인해 주시기 바랍니다.,DELIVERY,0
273,Q[분리배송] 여러 상품을 한 번에 주문했는데 왜 따로따로 배송되나요?,여러 상품을 함께 주문했어도 각 상품의 판매자 및 물류센터가 각각 다를 수 있습니다. 이 경우 각각의 상품들은 서로 다른 곳에서 출고되기에 따로 배송됩니다. 또한 판매자 및 물류센터가 동일하여도 재고 및 택배사 사정에 따라 따로 배송되어 도착일자가 다를 수 있습니다.,DELIVERY,0
274,Q[묶음배송] 여러가지 상품 주문 시 묶음배송이 가능한가요?,동일한 판매자의 상품일 경우에는 묶음배송이 가능할 수도 있으나 반드시 보증되는 사항은 아닙니다. 동일한 판매자의 상품일지라도 주문번호가 다르면 묶음배송이 불가하고 또 상품의 특성에 따라 불가한 경우도 있습니다. 각 주문에 대한 자세한 가능 여부는 상품의 상세페이지를 확인해 주시거나 판매자에게 문의해 주시기 바랍니다.,DELIVERY,0
275,Q[프레시백] 프레시백은 어떻게 관리되나요?,모든 프레시백은 수거 후 당일 세척하여 위생적으로 관리됩니다.,DELIVERY,0
276,Q[로켓배송] 로켓프레시 상품을 구매하면 새벽배송 되나요?,네 로켓프레시 상품은 최대한 빠르고 신선하게 이용할 수 있도록 오전 7시 전까지 문 앞으로 배송됩니다. 단 주문량 증가 및 기상 악화 등 상황에 따라 배송 시간이 변경될 수 있습니다. 주문 완료 후 배송정보를 참고해 주시기 바랍니다.,DELIVERY,0
277,Q[배송지] 주문 후 결제까지 완료했는데 배송지를 변경하고 싶어요.,"주문/결제 직후라면 아래의 경로에서 배송지 변경이 가능합니다. 단 상품 종류 및 준비 상태에 따라 배송지 변경이 불가할 수 있습니다.
 주문상품 배송지 변경하기
① 마이쿠팡 → 주문목록 → [주문상세보기] 선택
② ‘받는사람 정보’의 ‘받는주소’에서 [변경하기] 선택
※ 위 [변경하기] 버튼이 없으면 배송지를 변경할 수 있는 시간이 경과한 것입니다.",DELIVERY,0
278,Q[로켓배송] 새벽배송 주문 후 배송지를 변경할 수 있나요?,"상품에 종류에 따라 다릅니다. 새벽배송 전용인 로켓프레시 상품은 주문/결제 완료 후에는 배송지 변경이 불가합니다. 그러나 새벽배송 중 로켓배송 일반 상품은 배송시작 전까지 배송지를 변경할 수 있습니다. 배송지 변경 후에는 아래 경로에서 배송예정일을 다시 확인 부탁드립니다. (변경 후 반영까지 약 1~2분 소요)
 주문상품 배송지 변경하기
마이쿠팡 → 주문목록 → 상품선택 → 주문상세보기 → 배송지 [변경하기] 클릭
 배송현황 확인하기
마이쿠팡 → 주문목록 → 상품선택 → 배송조회",DELIVERY,0
279,Q[로켓배송] 새벽배송 날짜와 배송시간을 지정할 수 있나요?,"아니요. 새벽배송은 다양한 요소(상품재고 배송준비시간 배송경로 배송물량 등)에 의해 배송 방문시간이 달라지기에 배송 날짜와 시간을 지정할 수 없습니다.
 배송현황 확인하기
마이쿠팡 → 주문목록 → 상품선택 → 배송조회",DELIVERY,0
280,Q[사전예약] 로켓배송 사전예약 상품은 언제 도착하나요?,주문 단계에서는 주문/결제 페이지에 안내되는 도착 예정일을 확인해 주시기 바랍니다. 주문 완료 후에는 [마이쿠팡 → 주문목록]에서 도착 예정일을 확인할 수 있습니다.,DELIVERY,0
281,Q[로켓직구] 로켓직구의 상품은 언제쯤 배송되나요?,"개별 주문의 배송예정일은 마이쿠팡을 통해 직접 확인할 수 있습니다. 단 해외 배송의 특성상 현지 상황 항공기 및 선박 일정 주문량 증가 통관 지연 등으로 인해 예정보다 다소 지연될 수 있는 점 양해를 부탁드립니다.
 배송현황 확인하기
마이쿠팡 → 주문목록 → 상품선택 → 배송조회",DELIVERY,0
282,Q[한 번에 받기] 저는 ‘한 번에 받기’를 선택한 적이 없습니다.,이전 주문과 배송예정일 통합이 가능할 경우 ‘한 번에 받기’가 기본으로 체크되어 있습니다. ‘한 번에 받기’ 서비스를 원하지 않을 경우 신규 주문 시 주문/결제 단계에서 ‘따로 받기’를 선택해 주세요. 이때 ‘앞으로도 따로 받을게요’를 같이 선택하시면 추후에도 적용되지 않습니다.,DELIVERY,0
283,Q[한 번에 받기] ‘한 번에 받기’를 사용하고 싶지 않습니다.,신규 주문 시 이전에 주문한 상품과 한 번에 받고 싶지 않은 경우 주문/결제 단계에서 ‘따로 받기’를 선택해 주세요. 이때 ‘앞으로도 따로 받을게요’를 같이 선택하시면 추후에도 적용되지 않습니다.,DELIVERY,0
